"open_time","open","high","low","close","volume","close_time","quote_asset_volume","trades","taker_buy_base_asset_volume","taker_buyer_quote_volume","symbol"
2017-12-17 23:00:00,1e-04,0.00024,5.5e-05,8.36e-05,23194042.43,2017-12-18 02:59:59,1868.4268753,19553,10430001.96,857.58809991,"ICXBTC"
2017-12-18 03:00:00,8.33e-05,0.000145,8.28e-05,0.000115,23745249.96,2017-12-18 06:59:59,2686.37341926,29295,11503829.85,1299.9656365,"ICXBTC"
2017-12-18 07:00:00,0.0001149,0.000126,9.09e-05,0.0001099,10962360.3,2017-12-18 10:59:59,1164.39120435,14713,4945481.93,529.53820984,"ICXBTC"
2017-12-18 11:00:00,0.00011,0.0001234,0.0001035,0.0001126,7595539.82,2017-12-18 14:59:59,865.9555586,11333,3651642.24,417.25578254,"ICXBTC"
2017-12-18 15:00:00,0.0001125,0.0001216,0.0001001,0.0001193,5580272.33,2017-12-18 18:59:59,633.05662258,11080,2674711.4,304.46559638,"ICXBTC"
2017-12-18 19:00:00,0.0001193,0.0001246,0.0001141,0.000122,3632957.43,2017-12-18 22:59:59,436.56602697,7832,1718984.39,207.35961531,"ICXBTC"
2017-12-18 23:00:00,0.0001218,0.0001386,0.0001212,0.0001316,7607100.6,2017-12-19 02:59:59,998.2828427,14133,3800689.45,498.77276507,"ICXBTC"
2017-12-19 03:00:00,0.0001316,0.000132,0.0001106,0.0001181,4427280.43,2017-12-19 06:59:59,545.78845208,8316,1603273.28,198.14012864,"ICXBTC"
2017-12-19 07:00:00,0.0001181,0.00013,0.000116,0.0001219,2459860.85,2017-12-19 10:59:59,301.79442101,6005,1184566.34,145.97852379,"ICXBTC"
2017-12-19 11:00:00,0.0001219,0.0001238,0.0001152,0.0001204,1865411.9,2017-12-19 14:59:59,224.85915498,4819,1031467.68,124.37627809,"ICXBTC"
2017-12-19 15:00:00,0.0001205,0.0001255,0.0001161,0.0001255,2350361.13,2017-12-19 18:59:59,283.50613428,5255,1238878.41,149.94181003,"ICXBTC"
2017-12-19 19:00:00,0.0001255,0.0001256,0.0001016,0.0001155,4334802.22,2017-12-19 22:59:59,492.14866684,6011,1755946.64,199.28429728,"ICXBTC"
2017-12-19 23:00:00,0.0001155,0.0001195,0.0001111,0.0001178,1668296.77,2017-12-20 02:59:59,193.64724926,3409,733562.1,85.20547595,"ICXBTC"
2017-12-20 03:00:00,0.0001179,0.0001265,0.000116,0.0001213,2339098.73,2017-12-20 06:59:59,286.69778468,3983,1241646.36,152.54931315,"ICXBTC"
2017-12-20 07:00:00,0.0001215,0.0001243,0.0001155,0.000118,1872130.62,2017-12-20 10:59:59,223.496943,3651,888590.01,106.234703,"ICXBTC"
2017-12-20 11:00:00,0.000118,0.0001295,0.000112,0.0001275,3093215.56,2017-12-20 14:59:59,377.35214778,5446,1801875.74,221.73867296,"ICXBTC"
2017-12-20 15:00:00,0.0001275,0.000135,0.000123,0.000131,3190219.1,2017-12-20 18:59:59,416.74333036,5974,1908496.42,250.18722084,"ICXBTC"
2017-12-20 19:00:00,0.000131,0.000148,0.0001278,0.0001477,4048215.8,2017-12-20 22:59:59,550.12822597,5606,2601178.5,354.1766557,"ICXBTC"
2017-12-20 23:00:00,0.0001473,0.0001776,0.00014,0.0001606,7646974.7,2017-12-21 02:59:59,1233.42636393,12146,4554111.7,735.74743794,"ICXBTC"
2017-12-21 03:00:00,0.000159,0.0001759,0.00015,0.0001698,2679277.09,2017-12-21 06:59:59,442.09020591,6244,1555151.9,257.48615298,"ICXBTC"
