"open_time","open","high","low","close","volume","close_time","quote_asset_volume","trades","taker_buy_base_asset_volume","taker_buyer_quote_volume","symbol"
2017-10-31 04:00:00,0.00168,0.001759,0.001675,0.0017,69624.05,2017-10-31 07:59:59,117.73443659,2011,24070.43,40.85975416,"QTUMBTC"
2017-10-31 08:00:00,0.001692,0.00175,0.001598,0.001619,82506.03,2017-10-31 11:59:59,137.91961083,2531,31946.94,53.28486022,"QTUMBTC"
2017-10-31 12:00:00,0.001627,0.001651,0.001601,0.00164,91019.25,2017-10-31 15:59:59,147.84964977,1472,53366.77,86.79022291,"QTUMBTC"
2017-10-31 16:00:00,0.00164,0.001659,0.001582,0.001583,63027.78,2017-10-31 19:59:59,102.22021486,1559,28448.19,46.05815803,"QTUMBTC"
2017-10-31 20:00:00,0.001582,0.001596,0.001571,0.00159,74230.5,2017-10-31 23:59:59,117.53959831,1570,25245.45,40.08321176,"QTUMBTC"
2017-11-01 00:00:00,0.00159,0.001597,0.001556,0.001581,68284.27,2017-11-01 03:59:59,108.03514145,1546,35301.39,56.01550855,"QTUMBTC"
2017-11-01 04:00:00,0.001589,0.001589,0.001534,0.00154,81042.29,2017-11-01 07:59:59,126.27526506,1673,33220.37,51.88427532,"QTUMBTC"
2017-11-01 08:00:00,0.00154,0.001555,0.00153,0.001542,74981.33,2017-11-01 11:59:59,115.68746789,1422,33952.94,52.49150172,"QTUMBTC"
2017-11-01 12:00:00,0.001542,0.001547,0.00152,0.001528,64670.24,2017-11-01 15:59:59,99.00898405,1482,19740.44,30.29696744,"QTUMBTC"
2017-11-01 16:00:00,0.001528,0.001542,0.001415,0.001426,76683.68,2017-11-01 19:59:59,116.03297536,1687,19676.08,29.35183401,"QTUMBTC"
2017-11-01 20:00:00,0.001425,0.00145,0.001353,0.001402,77471.47,2017-11-01 23:59:59,109.12941796,1887,31304.23,44.27203738,"QTUMBTC"
2017-11-02 00:00:00,0.001402,0.001413,0.001334,0.001346,72618.08,2017-11-02 03:59:59,100.18746913,1574,29743.04,41.11003485,"QTUMBTC"
2017-11-02 04:00:00,0.001351,0.00137,0.001221,0.001332,73934.06,2017-11-02 07:59:59,96.96780741,2141,40611.79,53.23116699,"QTUMBTC"
2017-11-02 08:00:00,0.001331,0.00138,0.001295,0.001349,96067.61,2017-11-02 11:59:59,127.77161805,1838,56129.86,74.91960465,"QTUMBTC"
2017-11-02 12:00:00,0.001348,0.001379,0.001338,0.001351,66589.22,2017-11-02 15:59:59,90.43150717,1397,51980.38,70.67025259,"QTUMBTC"
2017-11-02 16:00:00,0.001351,0.001361,0.001288,0.001332,66141.24,2017-11-02 19:59:59,87.35224525,1595,27577.46,36.56566494,"QTUMBTC"
2017-11-02 20:00:00,0.001322,0.001395,0.001311,0.001314,67099.54,2017-11-02 23:59:59,91.15838979,2025,19928.67,27.26504735,"QTUMBTC"
2017-11-03 00:00:00,0.001314,0.001351,0.001281,0.001317,73814.43,2017-11-03 03:59:59,97.53475661,1644,45658.4,60.42127687,"QTUMBTC"
2017-11-03 04:00:00,0.001317,0.00135,0.00129,0.001336,73318,2017-11-03 07:59:59,96.83595387,1722,19422.08,25.67416664,"QTUMBTC"
2017-11-03 08:00:00,0.001345,0.001388,0.001329,0.001372,82230.05,2017-11-03 11:59:59,111.12975592,2041,41194.66,55.76108363,"QTUMBTC"
2017-11-03 12:00:00,0.001372,0.001382,0.001349,0.001375,77949.08,2017-11-03 15:59:59,106.16940336,1658,31088.32,42.40374972,"QTUMBTC"
2017-11-03 16:00:00,0.001368,0.001436,0.001348,0.001433,59807.33,2017-11-03 19:59:59,82.61961449,1586,14287.84,19.76281483,"QTUMBTC"
2017-11-03 20:00:00,0.001432,0.001444,0.001382,0.001384,67174.81,2017-11-03 23:59:59,95.3119195,1865,37008.86,52.5492678,"QTUMBTC"
