"open_time","open","high","low","close","volume","close_time","quote_asset_volume","trades","taker_buy_base_asset_volume","taker_buyer_quote_volume","symbol"
2017-12-25 19:00:00,0.0017,0.0029,0.0017,0.0020199,124581,2017-12-25 22:59:59,248.1268363,400,63653,129.1470077,"WINGSETH"
2017-12-25 23:00:00,0.00202,0.0021599,0.00157,0.0020994,124793,2017-12-26 02:59:59,227.4031515,500,51811,94.4880049,"WINGSETH"
2017-12-26 03:00:00,0.0020993,0.0022,0.0017622,0.0020597,61321,2017-12-26 06:59:59,124.3565651,322,23050,45.8109601,"WINGSETH"
2017-12-26 07:00:00,0.00206,0.0020699,0.0016301,0.001825,47689,2017-12-26 10:59:59,91.2316198,257,17716,34.1556105,"WINGSETH"
2017-12-26 11:00:00,0.0018,0.0022,6.1e-06,0.0017814,54756,2017-12-26 14:59:59,95.4930387,255,21630,42.307356,"WINGSETH"
2017-12-26 15:00:00,0.00179,0.0020527,0.0017814,0.00186,26093,2017-12-26 18:59:59,50.8138453,248,13225,26.0225899,"WINGSETH"
2017-12-26 19:00:00,0.00186,0.0019911,0.0016901,0.001786,18478,2017-12-26 22:59:59,33.4173718,215,4385,8.0753366,"WINGSETH"
2017-12-26 23:00:00,0.00176,0.00176,0.00147,0.00174,21702,2017-12-27 02:59:59,36.1932695,167,8267,13.7854654,"WINGSETH"
2017-12-27 03:00:00,0.0017382,0.00182,0.0015702,0.00174,12180,2017-12-27 06:59:59,20.5809593,139,5332,9.0421283,"WINGSETH"
2017-12-27 07:00:00,0.0017352,0.00177,0.0016001,0.0017294,17784,2017-12-27 10:59:59,29.9554996,117,6753,11.601209,"WINGSETH"
2017-12-27 11:00:00,0.0017293,0.0017294,0.0016001,0.0016004,9572,2017-12-27 14:59:59,15.9888419,101,2437,4.0730336,"WINGSETH"
2017-12-27 15:00:00,0.0016226,0.001756,0.0016001,0.0016781,10353,2017-12-27 18:59:59,17.4300911,125,6744,11.4223087,"WINGSETH"
2017-12-27 19:00:00,0.00167,0.0017394,0.0014,0.0016295,17775,2017-12-27 22:59:59,27.7636532,159,2313,3.7565228,"WINGSETH"
2017-12-27 23:00:00,0.001524,0.0017,0.0014164,0.0015667,12906,2017-12-28 02:59:59,20.6211841,104,3957,6.379747,"WINGSETH"
2017-12-28 03:00:00,0.0016281,0.0016281,0.0014536,0.0014537,7060,2017-12-28 06:59:59,10.7746531,79,4225,6.4941831,"WINGSETH"
2017-12-28 07:00:00,0.0016011,0.0016011,0.0014538,0.0015301,3237,2017-12-28 10:59:59,4.967,47,2486,3.8490482,"WINGSETH"
